802003,20020,Unnamed: 2,Unnamed: 3
902170,18000,,
902171,2112,,
902177,6000,,
902179,5250,,
902187,1770,,
902188,5400,,
902207,4000,,
902173,5000,,
132078,5306,,
902221,2800,,
132077,15127,,
902234,6240,,
132009,5274,,
902277,2000,,
902276,6300,,
902240,4000,,
902236,5593,,
902286,6000,,
902288,15000,,
902302,9000,,9000.0
902305,6480,,6480.0
902309,9000,,9000.0
902311,5400,,5400.0
