121035,35380
131044,4036
131047,2070
131061,398
131062,850
131063,866
900048,6000
900051,1980
900070,5880
900072,5880
900078,5400
151009,790
900095,2100
131072,1856
131073,1834
131071,936
900116,4500
131020,880
131041,1766
151012,1038
900120,3000
900122,4000
