902006,20000
902170,9000
902188,10800
902207,4000
132078,15782
132007,4976
902219,6300
132077,10066
902234,3120
132086,23782
902277,2000
902276,6300
902279,12000
902240,4000
902236,11371
902287,5400
902288,10000
902305,3240
902309,18000
902304,4000
902311,5400
902312,1600
902315,4500
