Recherche par filtre (famille/fournisseurs),Unnamed: 1,Unnamed: 2,Unnamed: 3,RECHERCHE PAR MOT CLÉ:,Unnamed: 5,Résultats de votre recherche:,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Sysco - frais,80115,FRAIS,Reblochon savoie 25%mg min. aop 450/550g,KG,,10.22,0,,,,,,
Caviar frais,900115,FRAIS,Rillettes du mans à l'ancienne       frais,KG,0.44,8.04,3.5376,,,,,,
Caviar frais,900070,FRAIS,Sauce béarnaise       frais,KG,8,8.3,66.4,,,,,,
Caviar frais,900078,FRAIS,Sauce caesar       frais,KG,4,7.9,31.6,,,,,,
Caviar frais,900071,FRAIS,Sauce poivre        frais,KG,9,7.7,69.3,,,,,,
Caviar frais,900072,FRAIS,Sauce roquefort       frais,KG,14,9.1,127.4,,,,,,
Caviar frais,900091,FRAIS,St marcellin       frais,KG,3.2,9.79,31.328,,,,,,
Caviar frais,131073,FRAIS,Surprise du boucher 170 grs       frais,KG,8,15.9,127.2,,,,,,
Caviar frais,900095,FRAIS,Terrines de foie de volaille 70grs       frais,KG,2.66,11.2,29.792,,,,,,
Sysco - frais,48675,FRAIS,Tr.chorizo pp cular bko bq500g x10,KG,0.5,8.9,4.45,,,,,,
Sysco - frais,41049,FRAIS,Tr.flt bacon fume x24 bq250 g x6,KG,0.5,8.987,4.4935,,,,,,
Sysco - frais,49950,FRAIS,Tr.jambon ct sup dd torch.x16 bke bq720g,KG,,6.374,0,,,,,,
Sysco - frais,40490,FRAIS,Tr.jambon serrano a/interc.stg bq500g,KG,,12.516,0,,,,,,
Sysco - frais,81233,FRAIS,Vegetop uht debic 1l x6,Litres,,2.418,0,,,,,,
Sysco - frais,82572,FRAIS,Ya a boire fraise 100g yop pk8pc x3,Pièce,32,0.252,8.064,,,,,,
Sysco - frais,80838,FRAIS,Ya frts(5%) a/mcx 125g nova x48,Pièce,,0.195,0,,,,,,
Sysco - frais,82506,FRAIS,Ya nat.sucre vit.d 125g nova pk4pc x12,Pièce,,0.12,0,,,,,,
Sysco - frais,81896,FRAIS,Ya sucre arom. vit.d 125g nova pk4pc x12,Pièce,,0.133,0,,,,,,
Vivalya,1450,Fruits - legumes,Ail blanc,KG,3,2.2,6.6,,,,,,
Vivalya,1060,Fruits - legumes,Ananas,KG,,1.8,0,,,,,,
Vivalya,1570,Fruits - legumes,Aubergine demi longue,KG,,1.7,0,,,,,,
Vivalya,1070,Fruits - legumes,Avocat hass 20/22 affiné,Pièce,,1.15,0,,,,,,
Vivalya,1080,Fruits - legumes,Banane,KG,,1.4,0,,,,,,
Vivalya,1475,Fruits - legumes,Basilic,KG,,25,0,,,,,,
Vivalya,1580,Fruits - legumes,Betterave cuite entière 4ème gamme,KG,,1.4,0,,,,,,
Vivalya,1630,Fruits - legumes,Carotte de conservation orange lavée,KG,0.7,0.95,0.665,,,,,,
Vivalya,1640,Fruits - legumes,Carotte de conservation orange lavée,KG,,,0,,,,,,
Vivalya,1405,Fruits - legumes,Champignon de paris pieds coupés,KG,,2.9,0,,,,,,
Vivalya,1670,Fruits - legumes,Chou rouge,KG,,1.25,0,,,,,,
Vivalya,1490,Fruits - legumes,Ciboulette,botte,1,1.99,1.99,,,,,,
Vivalya,1090,Fruits - legumes,Citron jaune,KG,1,1.9,1.9,,,,,,
Vivalya,1110,Fruits - legumes,Citron jaune,KG,,,0,,,,,,
Vivalya,1130,Fruits - legumes,Citron vert,KG,0.63,4.75,2.9925,,,,,,
Vivalya,1120,Fruits - legumes,Citron vert,KG,,3.7,0,,,,,,
Vivalya,1680,Fruits - legumes,Concombre droit,Pièce,3,1.3,3.9,,,,,,
Vivalya,1500,Fruits - legumes,Coriandre ,KG,,25,0,,,,,,
Vivalya,1700,Fruits - legumes,Courgette longue,KG,0.48,2,0.96,,,,,,
Vivalya,1710,Fruits - legumes,Courgette longue,KG,,,0,,,,,,
Vivalya,1515,Fruits - legumes,Echalotte,KG,,2.9,0,,,,,,
Vivalya,1440,Fruits - legumes,Endives,KG,,1.55,0,,,,,,
Vivalya,1160,Fruits - legumes,Fraise ronde,KG,,9.6,0,,,,,,
Vivalya,1170,Fruits - legumes,Framboise,bac,2,2.99,5.98,,,,,,
Vivalya,1152,Fruits - legumes,Groseille,bac,,0,0,,,,,,
Vivalya,2091,Fruits - legumes,Jeunes pousses d'épinard 4ème gamme,bac,,8.95,0,,,,,,
Vivalya,1180,Fruits - legumes,Kiwi,Pièce,14,0.45,6.3,,,,,,
Vivalya,2090,Fruits - legumes,"Laitue batavia feuilles
 4ème gamme",bac,,4.35,0,,,,,,
Vivalya,1930,Fruits - legumes,Laitue feuille de chêne blonde,bac,,0.9,0,,,,,,
Vivalya,1940,Fruits - legumes,Laitue feuille de chêne rouge,bac,,0.9,0,,,,,,
Vivalya,1950,Fruits - legumes,Laitue iceberg,Pièce,1,1.35,1.35,,,,,,
Vivalya,2080,Fruits - legumes,"Laitue iceberg chiffonade
4ème gamme",bac,,3.1,0,,,,,,
Vivalya,1181,Fruits - legumes,Mangue ,bac,,2.2,0,,,,,,
Vivalya,2060,Fruits - legumes,"Mélange de jeunes pousses
4ème gamme",bac,,2.4,0,,,,,,
Vivalya,,Fruits - legumes,MELON,piece,1,1,1,,,,,,
Vivalya,2040,Fruits - legumes,"Mélange salade multifeuilles
4ème gamme",Sachet de 500g,2,1.7,3.4,,,,,,
Vivalya,1530,Fruits - legumes,Menthe,botte,0.5,1.99,0.995,,,,,,
Vivalya,1535,Fruits - legumes,Menthe,bac,,14.9,0,,,,,,
Vivalya,1151,Fruits - legumes,Mûre,bac,,0,0,,,,,,
Vivalya,1760,Fruits - legumes,Oignon jaunes 60/80,KG,1,0.8,0.8,,,,,,
Vivalya,1770,Fruits - legumes,Oignon rouges 60/80,KG,0.5,2.55,1.275,,,,,,
Vivalya,1250,Fruits - legumes,Orange dégustation,KG,0.528,1.39,0.73392,,,,,,
Vivalya,1540,Fruits - legumes,Persil frisé,botte,1,3.65,3.65,,,,,,
Vivalya,1550,Fruits - legumes,Persil plat,bac,,25,0,,,,,,
Vivalya,,Fruits - legumes,poire,KG,0.666,2.65,1.7649,,,,,,
Vivalya,1290,Fruits - legumes,Poire,bac,,2.15,0,,,,,,
Vivalya,1800,Fruits - legumes,Poivron jaune,bac,,2.7,0,,,,,,
Vivalya,1810,Fruits - legumes,Poivron rouge,bac,,2.7,0,,,,,,
Vivalya,1820,Fruits - legumes,Poivron vert,bac,,2.7,0,,,,,,
Vivalya,1420,Fruits - legumes,Pomme de terre four,KG,,0.95,0,,,,,,
Vivalya,1430,Fruits - legumes,Pomme de terre fritable lavée,bac,,0.85,0,,,,,,
Vivalya,1425,Fruits - legumes,Pomme de terre grenaille chair ferme,bac,,1.2,0,,,,,,
Vivalya,1370,Fruits - legumes,Pommes,KG,1.61,1.94,3.1234,,,,,,
Vivalya,1350,Fruits - legumes,Pommes,bac,,,0,,,,,,
Vivalya,1330,Fruits - legumes,Pommes bi colores,bac,,1.6,0,,,,,,
Vivalya,,Fruits - legumes,radis,KG,0,1.2,0,,,,,,
Vivalya,,Fruits - legumes,raisin,KG,0,2.5,0,,,,,,
Vivalya,1010,Fruits - legumes,Salade de 5 fruits frais de saison en morceaux avec jus,bac,,2.75,0,,,,,,
Vivalya,1015,Fruits - legumes,Salade de fruits frais en morceaux avec jus,bac,,,0,,,,,,
Vivalya,1970,Fruits - legumes,Salade sucrine (sachet 3 p),Pièce,3,2.2,6.6,,,,,,
Vivalya,1560,Fruits - legumes,Thym,bac,,25,0,,,,,,
Vivalya,,Fruits - legumes,tomate ancienne,KG,5.16,4.2,21.672,,,,,,
Vivalya,1860,Fruits - legumes,Tomate cerise sans grappe,bac,,4.8,0,,,,,,
Vivalya,1880,Fruits - legumes,Tomate ronde,KG,0.5,2.8,1.4,,,,,,
Compagnie des desserts,92607,GLACE,"Crème glacée barbapapa  2,5l x 1",bac,4,12.05,48.2,,,,,,
Compagnie des desserts,92525,GLACE,"Crème glacée bulgare groseille 2,5l x 1",bac,1,11.57,11.57,,,,,,
Compagnie des desserts,92680,GLACE,"Crème glacée bulgare nature 2,5l x 1",bac,1,4.5,4.5,,,,,,
Compagnie des desserts,92031,GLACE,"Crème glacée café des indes 2,5l x 1",bac,3,11.16,33.48,,,,,,
Compagnie des desserts,92051,GLACE,"Crème glacée caramel salé 2,5l x 1",bac,3,11.16,33.48,,,,,,
Compagnie des desserts,92041,GLACE,"Crème glacée chocolat 2,5l x 1",bac,4,10.27,41.08,,,,,,
Compagnie des desserts,92101,GLACE,"Crème glacée créole rhum raisins 2,5l x 1",bac,3,11.16,33.48,,,,,,
Compagnie des desserts,92488,GLACE,"Crème glacée menthe chocolat 2,5l x 1",bac,0,12.06,0,,,,,,
Compagnie des desserts,92081,GLACE,"Crème glacée pistache 2,5l x 1",bac,1,12.04,12.04,,,,,,
Compagnie des desserts,74748,GLACE,Crème glacée vanille 5l x 1,bac,6,11.77,70.62,,,,,,
Compagnie des desserts,92875,GLACE,"Crème glacée yaourt brassé 2,5l x 1",bac,2,14.49,28.98,,,,,,
Compagnie des desserts,92091,GLACE,"Glace fraise avec morceaux de fraise 2,5l",bac,4,12.81,51.24,,,,,,
Compagnie des desserts,93602,GLACE,"Sorbet ananas  2,5l x 1",bac,1,12.81,12.81,,,,,,
Compagnie des desserts,92551,GLACE,"Sorbet cassis avec baies de cassis 2,5l x 1",bac,1,12.05,12.05,,,,,,
Compagnie des desserts,92501,GLACE,"Sorbet citron 2,5l",bac,3,9.38,28.14,,,,,,
Compagnie des desserts,92521,GLACE,"Sorbet citron vert 2,5l x 1",bac,1,4.824,4.824,,,,,,
Compagnie des desserts,92621,GLACE,"Sorbet framboise 2,5l",bac,2,17.09,34.18,,,,,,
Compagnie des desserts,92661,GLACE,"Sorbet fruits de la passion 2,5l",KG,1,4.464,4.464,,,,,,
Compagnie des desserts,92517,GLACE,"Sorbet mandarine de sicile 2,5l",bac,0.5,11.57,5.785,,,,,,
Compagnie des desserts,92781,GLACE,"Sorbet mangue 2,5l",bac,1,12.44,12.44,,,,,,
Compagnie des desserts,92611,GLACE,"Sorbet noix de coco 2,5l x 1",bac,4,11.16,44.64,,,,,,
Episaveurs,154528,SEC,Amande effilee sac 1kgx10   sans marque,KG,2.25,7.655,17.22375,,,,,,
Episaveurs,16625,SEC,Amande ent decort sac 1kg   la pulpe,KG,,8.977,0,,,,,,
Episaveurs,51173,SEC,Arome vani artificiel flc 1lx   ste lucie,flacon,,5.8,0,,,,,,
Episaveurs,42071,SEC,"Bisc aper mini bretzel sac 2,5kg    boehli",KG,,3.6488,0,,,,,,
Episaveurs,26013,SEC,Bisc sale assor tradition bte720g   belin,Boite,,6.429,0,,,,,,
Distribouch,N04,SEC,Boite de 150 x sucettes ronde 13grs - 6 parfums ( pierrot gourmant ) 150 unités,Boite,,17.24,0,,,,,,
Episaveurs,266050,SEC,Bouil leg essentiel bte1kg/50l   ,Boite,,7.69,0,,,,,,
Episaveurs,25487,SEC,"Bouil pot au feu gran bte 1,1kg   knorr",Boite,0,11.047,0,,,,,,
Episaveurs,207883,SEC,"Brisure speculoos sac 1,1kg   biscuiterie brichard",KG,2.2,4.143,9.1146,,,,,,
Episaveurs,62423,SEC,Cacahuet gril sal snack sac1kg   kreeks,KG,,3.568,0,,,,,,
Episaveurs,15383,SEC,Cacao pdre plein arome sac 1kg   cacao barry,KG,2,8.24,16.48,,,,,,
Episaveurs,98768,SEC,Capron vinaigre bte 4/4   vitalys,Boite,1,3.417,3.417,,,,,,
Episaveurs,98900,SEC,Capron vinaigre vin bcl 1600g   demetra,Bocale,,16.209,0,,,,,,
Distribouch,Ns07,SEC,Carton de 500 x sticks ketchup,carton,1,19.38,19.38,,,,,,
Distribouch,Ns16,SEC,Carton de 500 x sticks mayonnaise,carton,1,27.78,27.78,,,,,,
Distribouch,Ns08,SEC,Carton de 500 x sticks moutarde,carton,2,21.86,43.72,,,,,,
Distribouch,N02,SEC,Chamallows (rainbollows) 210,Boite,2,5.87,11.74,,,,,,
Episaveurs,153378,SEC,Chapelure brune sac 1kg   vivien paille,KG,,1.371,0,,,,,,
Episaveurs,137376,SEC,Choc nr 50%force nre pist sac5kg   cacao barry,KG,10,6.26,62.6,,,,,,
Sysco - frais,14541,SEC,Chutney de figue mdg 650g ct 6 bt,bouteille,3,4.373,13.119,,,,,,
Episaveurs,5087,SEC,Confit cnd 12 cuisse bte 5/1   mets des rois,Boite,,28.76,0,,,,,,
Episaveurs,45728,SEC,Coquillette qs sac 5kg    pomona episaveurs,KG,,1.7234,0,,,,,,
Episaveurs,20542,SEC,Cornichon 120-149 bte 5/1   valtonia,Boite,1.5,6.578,9.867,,,,,,
Episaveurs,59163,SEC,Couscous moyen sac 5kg   pomona episaveurs,KG,,1.4346,0,,,,,,
Distribouch,Ns12,SEC,Creme de vinaigre a la truffe,bouteille,2,8.89,17.78,,,,,,
Distribouch,Ns13,SEC,CRISPEARLS,SAChet,2,11.4,22.8,,,,,,
Distribouch,N11a,SEC,Croustillant noisette 750 gr,Boite,1.5,8.21,12.315,,,,,,
Sysco - frais,46439,SEC,Cuire et rotir 1l x6,Litres,,5.714,0,,,,,,
Episaveurs,44122,SEC,Curry fort flapper 430g   la case aux epices,Boite,,3.327,0,,,,,,
Episaveurs,133072,SEC,Farine ble t55 sac 1kg   blanche colombe,KG,9,0.495,4.455,,,,,,
Episaveurs,43027,SEC,Fd blc veau lie bte 800g/40l   chef,Boite,1,14.308,14.308,,,,,,
Episaveurs,187729,SEC,"Fd brun lie bte 1,2kg   chef",Boite,,16.148,0,,,,,,
Episaveurs,3154,SEC,Fd brun veau lie prem pate bte600g   chef,Boite,0,15.194,0,,,,,,
Sysco - frais,11530,SEC,Feuille de brick st10pc x100,sachet,5,0.813,4.065,,,,,,
Episaveurs,43452,SEC,Fleur de mais bte 700g   maizena,KG,,5.71285714285714,0,,,,,,
Episaveurs,42923,SEC,Fumet poisson bte 900g   chef,Boite,1,16.153,16.153,,,,,,
Distribouch,N13,SEC,"Galettes logotees "" la boucherie "" 1000 unités",carton,1,26.5,26.5,,,,,,
Episaveurs,156258,SEC,Gesier cnd emince confit bte 4/4   mets des rois,Boite,,7.13,0,,,,,,
Distribouch,N10,SEC,Gros sel marin de guérande 1kg,KG,4,1.99,7.96,,,,,,
Sysco - frais,,SEC,haricot rouge,boite,2,3.64,7.28,,,,,,
Episaveurs,160541,SEC,Herbe grillade prov sac 1kg   caravelle,KG,,4.258,0,,,,,,
Episaveurs,44599,SEC,Huile arachide btl 1l   maurel,bouteille,,3.27,0,,,,,,
Episaveurs,173471,SEC,"Huile friture excellence bid7,5l   borges",Litres,221.25,5.419,1198.95375,,,,,,
Episaveurs,26218,SEC,Huile oliv vierg ext btl pet 1l   borges,bouteille,,4.99,0,,,,,,
Episaveurs,176355,SEC,Huile oliv vierg ext btl pet 5l   borges,Litres,,4.986,0,,,,,,
Episaveurs,42475,SEC,Huile olive prodigieuse btl50cl   borges,bouteille,,3.83,0,,,,,,
Episaveurs,155509,SEC,"Huile performance rest bid7,5l    amphora",Litres,,2.53,0,,,,,,
Episaveurs,93616,SEC,Huile tournesol bid 5lx3    maurel,Litres,,4.39,0,,,,,,
Episaveurs,43336,SEC,Huile tournesol btl 1lx15    maurel,bouteille,,4.43,0,,,,,,
Episaveurs,2641,SEC,Huile tourn-oliv meravella btl1l   borges,bouteille,2,5.13,10.26,,,,,,
Episaveurs,22625,SEC,Jus citron abc pet 100clx10    citrona,bouteille,1,1.529,1.529,,,,,,
Episaveurs,5287,SEC,"Jus veau lie bte 1,2kg   chef",Boite,,16.693,0,,,,,,
Episaveurs,188841,SEC,Ketchup ,bidon 5kg,3,5.01,15.03,,,,,,
Episaveurs,2814,SEC,Lait coco bte 1/2   makli,boite,1,2.2,2.2,,,,,,
Episaveurs,11576,SEC,Linguine qs sac 3kg   grand chef,KG,,1.3022,0,,,,,,
Sysco - frais,,SEC,Maïs,boite,2,2.87,5.74,,,,,,
Episaveurs,25095,SEC,Mais dx grain s/v bte 4/4   pomona episaveurs,Boite,,1.198,0,,,,,,
Distribouch,N01,SEC,Maxi tagada tubo 210g,Boite,2,5.87,11.74,,,,,,
Episaveurs,44480,SEC,Mel 4 epice flapper 320g   la case aux epices,Boite,,4.602,0,,,,,,
Episaveurs,43063,SEC,Mep basilic pot 340g   knorr,KG,,29.1088235294118,0,,,,,,
Episaveurs,246713,SEC,Meringue mcx bte 350gx4 mona lisa   mona lisa,bouteille,,4.729,0,,,,,,
Episaveurs,100180,SEC,Miel fleur liq pot plst 1kg   pomona episaveurs,POT,1,4.59,4.59,,,,,,
Distribouch,N15a,SEC,Moulin a poivre 5 baies 30g,Unité,12,0.98,11.76,,,,,,
Distribouch,N16a,SEC,Moulin au sel de mer 90g,Unité,12,0.9,10.8,,,,,,
Episaveurs,95351,SEC,Moutarde ancienne sea 1kg   pomona episaveurs,KG,,2.078,0,,,,,,
Episaveurs,24030,SEC,Moutarde forte dijon sea 5kg   valtonia,KG,7,1.5114,10.5798,,,,,,
Episaveurs,5062,SEC,Noisette decort ent sac 1kg   domino,KG,1.25,9.738,12.1725,,,,,,
Episaveurs,89189,SEC,Nx cern arle inv s/az sac1kg   sovecope,KG,,8.861,0,,,,,,
Episaveurs,4280,SEC,Nx coco rapee sac 1kg   maitre prunille,KG,,4.856,0,,,,,,
Episaveurs,24280,SEC,Oignon frit sac 1kg   ducros,KG,,6.672,0,,,,,,
Episaveurs,6858,SEC,Olive nre dn 30-33 bte 4/4   valtonia,Boite,0,1.515,0,,,,,,
Episaveurs,6868,SEC,Olive nre dn 34-40 bte 5/1   valtonia,Boite,,5.566,0,,,,,,
Episaveurs,6855,SEC,Olive verte dn 30-33 bte 4/4   valtonia,Boite,0,1.589,0,,,,,,
Episaveurs,6767,SEC,Olive verte dn 34-40 bte 5/1   valtonia,Boite,,6.069,0,,,,,,
Episaveurs,164165,SEC,Pain bruschetta paq 400g   harry's,Colis,,15.9,0,,,,,,
Episaveurs,189415,SEC,Pain mie lc 10x10 paq 500g   jacquet,KG,,1.932,0,,,,,,
Episaveurs,133930,SEC,Paprika demi dx tubo 450g   caravelle,Boite,,2.978,0,,,,,,
Episaveurs,97319,SEC,Pate tartiner nois pot 3kg   nutella,POT,2.5,20.629,51.5725,,,,,,
Episaveurs,217298,SEC,Pate tartiner nois pot 750g   nutella,POT,,5.074,0,,,,,,
Episaveurs,40840,SEC,Peche oreillon sir lgr bte 4/4   valtonia,Boite,,1.905,0,,,,,,
Episaveurs,46289,SEC,Penne rigate qs sac 5kg    pomona episaveurs,KG,5,1.7234,8.617,,,,,,
Episaveurs,983,SEC,Poire wil demi frt sir lgr bte4/4   valtonia,Boite,3,1.965,5.895,,,,,,
Episaveurs,87231,SEC,Pois chiche bte 4/4   pomona episaveurs,Boite,,1.258,0,,,,,,
Episaveurs,1995,SEC,Poivre blc moulu sac 1kg   la case aux epices,KG,,10.867,0,,,,,,
